Timestamp,Distance,FillPercent,Status,Alert
2026-06-12 18:01:21.954114,45,55.0,HALF FULL,NO
2026-06-12 18:01:26.960737,26,74.0,HALF FULL,NO
2026-06-12 18:01:31.964178,99,1.0,EMPTY,NO
2026-06-12 18:01:36.975973,91,9.0,EMPTY,NO
2026-06-12 18:01:41.982471,63,37.0,EMPTY,NO
2026-06-12 18:01:46.986319,55,45.0,EMPTY,NO
2026-06-12 18:01:51.988988,8,92.0,FULL,YES
2026-06-12 18:01:56.992403,52,48.0,EMPTY,NO
2026-06-12 18:02:01.994153,100,0.0,EMPTY,NO
2026-06-12 18:02:07.001748,16,84.0,FULL,YES
2026-06-12 18:02:12.003392,63,37.0,EMPTY,NO
2026-06-12 18:02:17.005311,42,58.0,HALF FULL,NO
2026-06-12 18:02:22.007768,92,8.0,EMPTY,NO
2026-06-12 18:02:27.009979,28,72.0,HALF FULL,NO
2026-06-12 18:02:32.013153,99,1.0,EMPTY,NO
2026-06-12 18:02:37.015093,62,38.0,EMPTY,NO
2026-06-12 18:02:42.024016,25,75.0,HALF FULL,NO
2026-06-12 18:02:47.029163,16,84.0,FULL,YES
2026-06-12 18:02:52.030560,5,95.0,FULL,YES
2026-06-12 18:02:57.053777,64,36.0,EMPTY,NO
2026-06-12 18:03:02.057045,71,29.0,EMPTY,NO
2026-06-12 18:03:07.058850,18,82.0,FULL,YES
2026-06-12 18:03:12.062656,91,9.0,EMPTY,NO
2026-06-12 18:03:17.064298,13,87.0,FULL,YES
2026-06-12 18:03:22.066236,17,83.0,FULL,YES
2026-06-12 18:03:27.067931,41,59.0,HALF FULL,NO
2026-06-12 18:03:32.085059,38,62.0,HALF FULL,NO
2026-06-12 18:03:37.088725,64,36.0,EMPTY,NO
2026-06-12 18:03:42.092132,57,43.0,EMPTY,NO
2026-06-12 18:03:47.095002,35,65.0,HALF FULL,NO
2026-06-12 18:03:52.097206,85,15.0,EMPTY,NO
2026-06-12 18:03:57.098203,81,19.0,EMPTY,NO
2026-06-12 18:04:02.101171,45,55.0,HALF FULL,NO
2026-06-12 18:04:07.103789,61,39.0,EMPTY,NO
2026-06-12 18:04:12.106973,32,68.0,HALF FULL,NO
2026-06-12 18:04:17.109205,38,62.0,HALF FULL,NO
2026-06-12 18:04:22.111587,52,48.0,EMPTY,NO
2026-06-12 18:04:27.113899,31,69.0,HALF FULL,NO
2026-06-12 18:04:32.120742,74,26.0,EMPTY,NO
2026-06-12 18:04:37.123955,52,48.0,EMPTY,NO
2026-06-12 18:04:42.133543,32,68.0,HALF FULL,NO
2026-06-12 18:04:47.136126,62,38.0,EMPTY,NO
2026-06-12 18:04:52.139981,74,26.0,EMPTY,NO
2026-06-12 18:04:57.158783,90,10.0,EMPTY,NO
2026-06-12 18:05:02.169349,51,49.0,EMPTY,NO
2026-06-12 18:05:07.175664,65,35.0,EMPTY,NO
2026-06-12 18:05:12.181931,57,43.0,EMPTY,NO
2026-06-12 18:05:17.184250,86,14.0,EMPTY,NO
2026-06-12 18:05:22.191103,81,19.0,EMPTY,NO
2026-06-12 18:05:27.197292,99,1.0,EMPTY,NO
2026-06-12 18:05:32.199757,24,76.0,HALF FULL,NO
2026-06-12 18:05:37.205540,97,3.0,EMPTY,NO
2026-06-12 18:05:42.207819,78,22.0,EMPTY,NO
2026-06-12 18:05:47.209719,39,61.0,HALF FULL,NO
2026-06-12 18:05:52.217425,92,8.0,EMPTY,NO
2026-06-12 18:05:57.226420,79,21.0,EMPTY,NO
2026-06-12 18:06:02.231602,63,37.0,EMPTY,NO
2026-06-12 18:06:07.238245,54,46.0,EMPTY,NO
2026-06-12 18:06:12.240893,62,38.0,EMPTY,NO
2026-06-12 18:06:17.248406,34,66.0,HALF FULL,NO
2026-06-12 18:06:22.250661,38,62.0,HALF FULL,NO
2026-06-12 18:06:27.259837,25,75.0,HALF FULL,NO
2026-06-12 18:06:32.264565,42,58.0,HALF FULL,NO
2026-06-12 18:06:37.271658,20,80.0,FULL,YES
2026-06-12 18:06:42.275546,30,70.0,HALF FULL,NO
2026-06-12 18:06:47.278992,45,55.0,HALF FULL,NO
2026-06-12 18:06:52.281686,52,48.0,EMPTY,NO
2026-06-12 18:06:57.284074,11,89.0,FULL,YES
2026-06-12 18:07:02.293257,33,67.0,HALF FULL,NO
2026-06-12 18:07:07.299335,72,28.0,EMPTY,NO
2026-06-12 18:07:12.308694,95,5.0,EMPTY,NO
2026-06-12 18:07:17.309963,56,44.0,EMPTY,NO
2026-06-12 18:07:22.311684,66,34.0,EMPTY,NO
2026-06-12 18:07:27.314973,19,81.0,FULL,YES
2026-06-12 18:07:32.319965,36,64.0,HALF FULL,NO
2026-06-12 18:07:37.325461,96,4.0,EMPTY,NO
2026-06-12 18:07:42.329417,5,95.0,FULL,YES
2026-06-12 18:07:47.334843,69,31.0,EMPTY,NO
2026-06-12 18:07:52.341565,9,91.0,FULL,YES
2026-06-12 18:07:57.343630,10,90.0,FULL,YES
2026-06-12 18:08:02.345967,31,69.0,HALF FULL,NO
2026-06-12 18:08:07.354099,45,55.0,HALF FULL,NO
2026-06-12 18:08:12.360949,65,35.0,EMPTY,NO
2026-06-12 18:08:17.362479,75,25.0,EMPTY,NO
2026-06-12 18:08:22.363481,62,38.0,EMPTY,NO
2026-06-12 18:08:27.366197,18,82.0,FULL,YES
2026-06-12 18:08:32.368667,57,43.0,EMPTY,NO
2026-06-12 18:08:37.371596,32,68.0,HALF FULL,NO
2026-06-12 18:08:42.374692,17,83.0,FULL,YES
2026-06-12 18:08:47.377592,66,34.0,EMPTY,NO
2026-06-12 18:08:52.398967,14,86.0,FULL,YES
2026-06-12 18:08:57.403274,72,28.0,EMPTY,NO
2026-06-12 18:09:02.405810,51,49.0,EMPTY,NO
2026-06-12 18:09:07.407805,59,41.0,EMPTY,NO
2026-06-12 18:09:12.410356,17,83.0,FULL,YES
2026-06-12 18:09:17.416367,62,38.0,EMPTY,NO
2026-06-12 18:09:22.418502,77,23.0,EMPTY,NO
2026-06-12 18:09:27.420364,55,45.0,EMPTY,NO
2026-06-12 18:13:08.989601,11,89.0,FULL,YES
2026-06-12 18:13:13.990475,82,18.0,EMPTY,NO
2026-06-12 18:13:18.992385,85,15.0,EMPTY,NO
2026-06-12 18:13:23.993582,20,80.0,FULL,YES
2026-06-12 18:13:28.997355,51,49.0,EMPTY,NO
2026-06-12 18:13:33.999025,94,6.0,EMPTY,NO
2026-06-12 18:13:39.002457,77,23.0,EMPTY,NO
2026-06-12 18:13:44.003452,74,26.0,EMPTY,NO
2026-06-12 18:13:49.005892,83,17.0,EMPTY,NO
2026-06-12 18:13:54.009433,25,75.0,HALF FULL,NO
2026-06-12 18:13:59.011365,81,19.0,EMPTY,NO
2026-06-12 18:14:04.013662,25,75.0,HALF FULL,NO
2026-06-12 18:14:09.017163,61,39.0,EMPTY,NO
2026-06-12 18:14:14.019250,86,14.0,EMPTY,NO
2026-06-12 18:14:19.022597,38,62.0,HALF FULL,NO
2026-06-12 18:14:24.026222,49,51.0,HALF FULL,NO
2026-06-12 18:14:29.028159,46,54.0,HALF FULL,NO
2026-06-12 18:14:34.034760,97,3.0,EMPTY,NO
2026-06-12 18:35:10.161446,70,30.0,EMPTY,NO
2026-06-12 18:35:15.177069,14,86.0,FULL,YES
2026-06-12 18:35:20.210473,80,20.0,EMPTY,NO
2026-06-12 18:35:25.215839,42,58.0,HALF FULL,NO
2026-06-12 18:35:30.219937,92,8.0,EMPTY,NO
2026-06-12 18:35:35.226538,9,91.0,FULL,YES
2026-06-12 18:35:40.255969,18,82.0,FULL,YES
2026-06-12 18:35:45.276998,84,16.0,EMPTY,NO
2026-06-12 18:35:50.285563,10,90.0,FULL,YES
2026-06-12 18:35:55.293035,11,89.0,FULL,YES
2026-06-12 18:36:00.326011,45,55.0,HALF FULL,NO
2026-06-12 18:36:05.455100,74,26.0,EMPTY,NO
2026-06-12 18:36:10.471349,88,12.0,EMPTY,NO
2026-06-12 18:36:15.478145,59,41.0,EMPTY,NO
2026-06-12 18:36:20.485147,16,84.0,FULL,YES
2026-06-12 18:36:25.491762,92,8.0,EMPTY,NO
2026-06-12 18:36:30.506345,61,39.0,EMPTY,NO
2026-06-12 18:36:35.513941,50,50.0,HALF FULL,NO
2026-06-12 18:36:40.522773,77,23.0,EMPTY,NO
2026-06-12 18:36:45.531952,7,93.0,FULL,YES
2026-06-12 18:36:50.540907,37,63.0,HALF FULL,NO
2026-06-12 18:36:55.552096,28,72.0,HALF FULL,NO
2026-06-12 18:37:00.558383,18,82.0,FULL,YES
2026-06-12 18:37:05.568705,27,73.0,HALF FULL,NO
2026-06-12 18:37:10.576462,20,80.0,FULL,YES
2026-06-12 18:37:15.583654,30,70.0,HALF FULL,NO
2026-06-12 18:37:20.595348,24,76.0,HALF FULL,NO
2026-06-12 18:37:25.610061,39,61.0,HALF FULL,NO
2026-06-12 18:37:30.622050,45,55.0,HALF FULL,NO
2026-06-12 18:37:35.632002,30,70.0,HALF FULL,NO
2026-06-12 18:37:40.644657,61,39.0,EMPTY,NO
2026-06-12 18:37:45.651813,26,74.0,HALF FULL,NO
2026-06-12 18:37:50.661905,18,82.0,FULL,YES
2026-06-12 18:44:34.550723,66,34.0,EMPTY,NO
2026-06-12 18:44:39.557897,98,2.0,EMPTY,NO
2026-06-12 18:44:44.563205,11,89.0,FULL,YES
2026-06-12 18:44:49.568204,90,10.0,EMPTY,NO
2026-06-12 18:44:54.572621,55,45.0,EMPTY,NO
2026-06-12 18:44:59.579240,17,83.0,FULL,YES
2026-06-12 18:45:04.584956,65,35.0,EMPTY,NO
2026-06-12 18:45:09.589319,50,50.0,HALF FULL,NO
2026-06-12 18:45:55.266701,85,15.0,EMPTY,NO
2026-06-12 18:46:00.277627,41,59.0,HALF FULL,NO
2026-06-12 18:46:05.285103,62,38.0,EMPTY,NO
2026-06-12 18:46:10.319077,9,91.0,FULL,YES
2026-06-12 18:46:15.326519,21,79.0,HALF FULL,NO
2026-06-12 18:48:48.923700,16,84.0,FULL,YES
2026-06-12 18:48:53.931221,77,23.0,EMPTY,NO
2026-06-12 18:48:58.943428,21,79.0,HALF FULL,NO
2026-06-12 18:49:03.988309,93,7.0,EMPTY,NO
2026-06-12 18:49:08.995277,30,70.0,HALF FULL,NO
2026-06-12 18:49:14.007205,95,5.0,EMPTY,NO
2026-06-12 18:49:19.019807,31,69.0,HALF FULL,NO
2026-06-12 18:49:24.027583,17,83.0,FULL,YES
2026-06-12 18:49:29.036416,8,92.0,FULL,YES
2026-06-12 18:49:34.043434,70,30.0,EMPTY,NO
2026-06-12 18:49:39.050208,29,71.0,HALF FULL,NO
2026-06-12 18:49:44.058994,65,35.0,EMPTY,NO
2026-06-12 18:49:49.066793,30,70.0,HALF FULL,NO
2026-06-12 18:49:54.074438,46,54.0,HALF FULL,NO
2026-06-12 18:49:59.081899,62,38.0,EMPTY,NO
2026-06-12 18:50:04.089697,75,25.0,EMPTY,NO
2026-06-12 18:50:09.096041,91,9.0,EMPTY,NO
2026-06-12 18:50:14.104674,28,72.0,HALF FULL,NO
2026-06-12 18:50:19.111753,96,4.0,EMPTY,NO
2026-06-12 18:50:24.121692,72,28.0,EMPTY,NO
2026-06-12 18:50:29.138327,29,71.0,HALF FULL,NO
2026-06-12 18:50:34.145774,99,1.0,EMPTY,NO
2026-06-12 18:50:39.160169,54,46.0,EMPTY,NO
2026-06-12 18:50:44.163187,59,41.0,EMPTY,NO
2026-06-12 18:50:49.166583,42,58.0,HALF FULL,NO
2026-06-12 18:50:54.173149,57,43.0,EMPTY,NO
2026-06-12 18:50:59.184360,35,65.0,HALF FULL,NO
2026-06-12 18:51:04.194979,25,75.0,HALF FULL,NO
2026-06-12 18:51:09.207958,28,72.0,HALF FULL,NO
2026-06-12 18:51:14.218200,18,82.0,FULL,YES
2026-06-12 18:51:19.224182,76,24.0,EMPTY,NO
2026-06-12 18:51:24.232383,49,51.0,HALF FULL,NO
2026-06-12 18:51:29.252777,11,89.0,FULL,YES
2026-06-12 18:51:34.285415,37,63.0,HALF FULL,NO
2026-06-12 18:51:39.291280,16,84.0,FULL,YES
2026-06-12 18:51:44.340021,46,54.0,HALF FULL,NO
2026-06-12 18:51:49.346858,7,93.0,FULL,YES
2026-06-12 18:51:54.358641,79,21.0,EMPTY,NO
2026-06-12 18:51:59.375702,64,36.0,EMPTY,NO
2026-06-12 18:52:04.451686,9,91.0,FULL,YES
2026-06-12 18:52:09.459087,86,14.0,EMPTY,NO
2026-06-12 18:52:14.468831,5,95.0,FULL,YES
2026-06-12 18:52:19.475153,25,75.0,HALF FULL,NO
2026-06-12 18:52:24.483085,26,74.0,HALF FULL,NO
2026-06-12 18:52:29.489117,95,5.0,EMPTY,NO
2026-06-12 18:52:34.498548,56,44.0,EMPTY,NO
2026-06-12 18:52:39.503052,22,78.0,HALF FULL,NO
